;artists;Artist_origin;Song_Decade;music_key;Title;popularity;Language Specific Popularity
33200;Lionel Richie;UK;1980;C#,Db;Truly;60;65.0
33199;Lionel Richie;UK;1980;C#,Db;Love Will Find A Way;65;71.0
33198;Lionel Richie;UK;1980;C#,Db;Just Put Some Love In Your Heart;30;33.0
33197;Lionel Richie;UK;1980;C#,Db;"All Night Long (All Night) - 12"" Version";30;33.0
33196;Lionel Richie;UK;1980;C#,Db;All Night Long (All Night);78;85.0
33195;Lionel Richie;UK;1980;C;Tell Me;39;42.0
33194;Lionel Richie;UK;1980;C;Round And Round;39;42.0
33193;Lionel Richie;UK;1980;C;Dancing On The Ceiling;68;73.0
33192;Lionel Richie;UK;1980;C;Ballerina Girl;48;52.0
33191;Lionel Richie;UK;1980;B;The Only One;73;80.0
33190;Lionel Richie;UK;1980;A#,Bb;Serves You Right;39;42.0
33189;Lionel Richie;UK;1980;A;Wandering Stranger;30;33.0
43553;Sally Yeh,陳秀男,Ye Chui Qing;China/Chinese (中国/中文);1980;B;瀟灑走一回;43;65.0
48626;The Lettermen;USA;1980;G#,Ab;"Theme From ""A Summer Place"" - Remastered";42;46.0
48625;The Lettermen;USA;1980;F;Shangri-La - Remastered;31;34.0
48624;The Lettermen;USA;1980;F;Put Your Head On My Shoulder - Remastered;40;44.0
48571;The Jackson 5;USA;1980;F;I'll Be There;27;30.0
48570;The Jackson 5;USA;1980;D;Never Can Say Goodbye - Single Version;52;56.0
11285;Danny Elfman;France (France);1980;F;Batman Theme Reprise;30;37.0
11284;Danny Elfman;France (France);1980;D;Descent into Mystery;31;38.0
11283;Danny Elfman;France (France);1980;B;The Batman Theme;55;66.0
11282;Danny Elfman;France (France);1980;A#,Bb;"Breakfast Machine - From ""Pee Wee's Big Adventure""";26;32.0
11281;Danny Elfman;France (France);1980;A;Main Titles;36;44.0
11280;Danny Chan,Rico Fung and David at Studio A,Tom Brown;China/Chinese (中国/中文);1980;G;偏偏喜歡你;48;73.0
11279;Danny Chan,Joseph Wong,Tom Brown;China/Chinese (中国/中文);1980;C;漣漪;39;59.0
11278;Danny Chan,Joe Wong,Tom Brown;China/Chinese (中国/中文);1980;G#,Ab;喝采;40;61.0
11277;Danny Chan,Joe Wong,Tom Brown;China/Chinese (中国/中文);1980;D#,Eb;念親恩;35;53.0
11276;Danny Chan,Joe Wong and Tom Brown;China/Chinese (中国/中文);1980;G;深愛著你;36;55.0
11275;Danny Chan,Bryan Choy Hin Lok,David Ling Jr;China/Chinese (中国/中文);1980;G;一生何求;48;73.0
11274;Danny Chan,Bryan Choy Hin Lok,Chen Chi Hong;China/Chinese (中国/中文);1980;C;等;44;67.0
20274;Gene Autry;UK;1980;D;Don't Fence Me In;25;28.0
20275;Gene Autry;UK;1980;D#,Eb;Deep In the Heart of Texas;35;38.0
39458;Nina Simone;USA;1980;A#,Bb;My Baby Just Cares For Me - Live At Vine St. Bar & Grill, 1987;37;40.0
20204;Gary P. Nunn;USA;1980;F#,Gb;Guadalupe Days;27;30.0
39665;Nirvana;UK;1980;E;School;53;57.0
20202;Gary P. Nunn;UK;1980;F#,Gb;Guadalupe Days;27;30.0
937;Alfred Apaka;UK;1980;D;The Hukilau Song;24;27.0
48623;The Lettermen;USA;1980;D;Traces/Memories (Medley) - Remastered;34;37.0
48622;The Lettermen;USA;1980;D;Hurt So Bad - Remastered;36;39.0
48605;The Lettermen;UK;1980;G#,Ab;"Theme From ""A Summer Place"" - Remastered";42;46.0
48604;The Lettermen;UK;1980;F;Shangri-La - Remastered;31;34.0
48603;The Lettermen;UK;1980;F;Put Your Head On My Shoulder - Remastered;40;44.0
48602;The Lettermen;UK;1980;D;Traces/Memories (Medley) - Remastered;34;37.0
48601;The Lettermen;UK;1980;D;Hurt So Bad - Remastered;36;39.0
20170;Gary Moore;France (France);1980;A;The Messiah Will Come Again;39;47.0
20171;Gary Moore;France (France);1980;D;Empty Rooms;51;62.0
20172;Gary Moore;France (France);1980;D;Over The Hills And Far Away;55;66.0
20173;Gary Moore;France (France);1980;G;The Loner;47;57.0
20180;Gary Morris;UK;1980;A#,Bb;Why Lady Why;19;21.0
20181;Gary Morris;UK;1980;E;Velvet Chains;24;27.0
20182;Gary Morris;UK;1980;G;The Wind Beneath My Wings;29;32.0
20183;Gary Morris;USA;1980;A#,Bb;Why Lady Why;19;21.0
20184;Gary Morris;USA;1980;E;Velvet Chains;24;27.0
20185;Gary Morris;USA;1980;G;The Wind Beneath My Wings;29;32.0
20201;Gary Numan;France (France);1980;A;Music for Chameleons;44;53.0
14749;Eagles;USA;1980;A;Life in the Fast Lane - 2013 Remaster;44;48.0
14845;Earl Thomas Conley;UK;1980;G;That Was a Close One;29;32.0
14751;Eagles;USA;1980;B;I Can't Tell You Why - 2013 Remaster;45;49.0
5962;Bob Seger;USA;1980;E;Her Strut - Live/Remastered;28;31.0
5963;Bob Seger;USA;1980;E;Little Victories;23;25.0
31785;LL Cool J;UK;1980;G#,Ab;Get Down;28;31.0
31784;LL Cool J;UK;1980;G;.357 - Break It On Down;25;28.0
31783;LL Cool J;UK;1980;F#,Gb;You'll Rock;23;25.0
31782;LL Cool J;UK;1980;F#,Gb;Rock The Bells;78;85.0
31781;LL Cool J;UK;1980;F#,Gb;My Rhyme Ain't Done;27;30.0
31780;LL Cool J;UK;1980;F#,Gb;Droppin' Em;32;35.0
31779;LL Cool J;UK;1980;F#,Gb;Big Ole Butt;31;34.0
31778;LL Cool J;UK;1980;F;Go Cut Creator Go;31;34.0
31777;LL Cool J;UK;1980;D#,Eb;The Do Wop;31;34.0
31776;LL Cool J;UK;1980;D;I'm Bad;79;86.0
31775;LL Cool J;UK;1980;C#,Db;Kanday;33;36.0
31774;LL Cool J;UK;1980;C#,Db;I'm That Type Of Guy;29;32.0
31773;LL Cool J;UK;1980;C#,Db;I Need A Beat (Remix);31;34.0
31772;LL Cool J;UK;1980;C;I Need Love;51;55.0
31771;LL Cool J;UK;1980;A#,Bb;The Bristol Hotel;27;30.0
31770;LL Cool J;UK;1980;A#,Bb;I Can't Live Without My Radio;69;76.0
31769;LL Cool J;UK;1980;A#,Bb;Dear Yvette;30;33.0
31768;LL Cool J;UK;1980;A;Going Back To Cali;49;53.0
5964;Bob Seger;USA;1980;E;Old Time Rock And Roll - Live/Remastered;35;38.0
5965;Bob Seger;USA;1980;E;Rock And Roll Never Forgets - Live/Remastered;30;33.0
31760;Kurtis Blow;USA;1980;B;The Breaks;42;46.0
31759;Kurtis Blow;USA;1980;A;Christmas Rappin';23;25.0
31756;Kurtis Blow;UK;1980;B;The Breaks;42;46.0
31806;LL Cool J;USA;1980;A;Going Back To Cali;49;53.0
31755;Kurtis Blow;UK;1980;A;Christmas Rappin';23;25.0
31807;LL Cool J;USA;1980;A#,Bb;Dear Yvette;30;33.0
40633;Paul Simon;USA;1980;E;Rene and Georgette Magritte with Their Dog After the War;32;35.0
40622;Paul Simon;USA;1980;A;Graceland;66;71.0
40623;Paul Simon;USA;1980;A;That's Why God Made the Movies;27;30.0
40624;Paul Simon;USA;1980;A;Think Too Much (b);27;30.0
40625;Paul Simon;USA;1980;B;How the Heart Approaches What It Yearns;38;41.0
40626;Paul Simon;USA;1980;C;All Around the World or the Myth of Fingerprints (Early Version);43;47.0
40627;Paul Simon;USA;1980;C;Crazy Love - Demo;42;46.0
31822;LL Cool J;USA;1980;G;.357 - Break It On Down;25;28.0
31821;LL Cool J;USA;1980;F#,Gb;You'll Rock;23;25.0
31820;LL Cool J;USA;1980;F#,Gb;Rock The Bells;78;85.0
31819;LL Cool J;USA;1980;F#,Gb;My Rhyme Ain't Done;27;30.0
31818;LL Cool J;USA;1980;F#,Gb;Droppin' Em;32;35.0
31817;LL Cool J;USA;1980;F#,Gb;Big Ole Butt;31;34.0
31816;LL Cool J;USA;1980;F;Go Cut Creator Go;31;34.0
31815;LL Cool J;USA;1980;D#,Eb;The Do Wop;31;34.0
40628;Paul Simon;USA;1980;C;Crazy Love, Vol. II;49;53.0
40629;Paul Simon;USA;1980;C#,Db;"The Story of ""Graceland"" as Told by Paul Simon";40;44.0
40630;Paul Simon;USA;1980;D;Ace in the Hole - Live at the Agora Theatre, Cleveland, OH - September 1979;26;29.0
31814;LL Cool J;USA;1980;D;I'm Bad;79;86.0
31813;LL Cool J;USA;1980;C#,Db;Kanday;33;36.0
31812;LL Cool J;USA;1980;C#,Db;I'm That Type Of Guy;29;32.0
31811;LL Cool J;USA;1980;C#,Db;I Need A Beat (Remix);31;34.0
40631;Paul Simon;USA;1980;D;The Boy In the Bubble;55;60.0
40632;Paul Simon;USA;1980;E;Hearts and Bones;47;51.0
31810;LL Cool J;USA;1980;C;I Need Love;51;55.0
31809;LL Cool J;USA;1980;A#,Bb;The Bristol Hotel;27;30.0
31808;LL Cool J;USA;1980;A#,Bb;I Can't Live Without My Radio;69;76.0
40634;Paul Simon;USA;1980;F;Diamonds on the Soles of Her Shoes;65;70.0
40635;Paul Simon;USA;1980;F;Diamonds on the Soles of Her Shoes - Alternate Unreleased Version;45;49.0
5966;Bob Seger;USA;1980;E;Somewhere Tonight;27;30.0
40644;Paul Simon;USA;1980;G#,Ab;Under African Skies;51;55.0
271;ABBA;Sweden (Sverige);1980;D;Two For The Price Of One;35;40.0
270;ABBA;Sweden (Sverige);1980;D;The Way Old Friends Do - Live At Wembley Arena, London, England / 1979;29;32.0
21086;Georges Brassens;France (France);1980;B;Chanson pour l'auvergnat;29;36.0
21087;Georges Brassens;France (France);1980;B;Je Me Suis Fait Tout Petit;46;56.0
21088;Georges Brassens;France (France);1980;B;La mauvaise réputation;25;31.0
21089;Georges Brassens;France (France);1980;C;Les amoureux des bancs publics;27;33.0
21090;Georges Brassens;France (France);1980;D;Les copains d'abord;34;41.0
269;ABBA;Sweden (Sverige);1980;D;The Visitors;87;103.0
268;ABBA;Sweden (Sverige);1980;D;Our Last Summer;41;48.0
267;ABBA;Sweden (Sverige);1980;D;Lay All Your Love On Me;53;65.0
266;ABBA;Sweden (Sverige);1980;C#,Db;Head Over Heels;95;115.0
44705;Serge Lama;France (France);1980;C;Je suis malade;31;38.0
265;ABBA;Sweden (Sverige);1980;C;The Day Before You Came;74;86.0
264;ABBA;Sweden (Sverige);1980;C;Super Trouper;60;74.0
263;ABBA;Sweden (Sverige);1980;C;Put On Your White Sombrero;24;25.0
262;ABBA;Sweden (Sverige);1980;C;I Let The Music Speak;36;42.0
261;ABBA;Sweden (Sverige);1980;C;Cassandra;36;42.0
49808;Tina Turner;USA;1980;A#,Bb;I Can't Stand the Rain - 2015 Remaster;38;41.0
49807;Tina Turner;USA;1980;A;Steamy Windows;47;51.0
49789;Tina Turner;UK;1980;G#,Ab;We Don't Need Another Hero (Thunderdome) - Extended Version;35;38.0
10925;D.L. Menard;France (France);1980;G;The Back Door (La porte en arriere);23;28.0
49788;Tina Turner;UK;1980;G#,Ab;We Don't Need Another Hero (Thunderdome);56;61.0
49787;Tina Turner;UK;1980;G#,Ab;Let's Stay Together - 2015 Remaster;61;66.0
49786;Tina Turner;UK;1980;G#,Ab;Better Be Good to Me - 2015 Remaster;44;48.0
40643;Paul Simon;USA;1980;G#,Ab;Train in the Distance;33;36.0
40642;Paul Simon;USA;1980;G;When Numbers Get Serious;25;28.0
40641;Paul Simon;USA;1980;G;One-Trick Pony - Live at the Agora Theatre, Cleveland, OH - September 1979;32;35.0
40640;Paul Simon;USA;1980;G;Homeless (Demo);44;48.0
5967;Bob Seger;USA;1980;F;Betty Lou's Gettin' Out Tonight;43;47.0
5968;Bob Seger;USA;1980;F#,Gb;Fire Lake - Live/Remastered;30;33.0
5969;Bob Seger;USA;1980;F#,Gb;Fortunate Son;45;49.0
5970;Bob Seger;USA;1980;G;Against The Wind;64;69.0
5971;Bob Seger;USA;1980;G;Against The Wind - Live/Remastered;34;37.0
5972;Bob Seger;USA;1980;G;Brave Strangers - Live/Remastered;25;28.0
5973;Bob Seger;USA;1980;G;Comin' Home;26;29.0
44415;Sarah Vaughan;USA;1980;C;The Smiling Hour;34;37.0
40636;Paul Simon;USA;1980;F;Late in the Evening;60;65.0
40637;Paul Simon;USA;1980;F;Song About the Moon;29;32.0
31661;Kool Moe Dee;USA;1980;F#,Gb;I Go To Work;41;45.0
31660;Kool Moe Dee;USA;1980;C#,Db;Wild Wild West;45;49.0
31823;LL Cool J;USA;1980;G#,Ab;Get Down;28;31.0
31659;Kool Moe Dee;USA;1980;C#,Db;How Ya Like Me Now;52;56.0
31657;Kool Moe Dee;UK;1980;F#,Gb;I Go To Work;41;45.0
31656;Kool Moe Dee;UK;1980;C#,Db;Wild Wild West;45;49.0
31655;Kool Moe Dee;UK;1980;C#,Db;How Ya Like Me Now;52;56.0
31654;Kool Moe Dee;UK;1980;A#,Bb;Go See the Doctor;32;35.0
5974;Bob Seger;USA;1980;G;Let It Rock - Live/Remastered;26;29.0
5975;Bob Seger;USA;1980;G;Mainstreet - Live/Remastered;30;33.0
5976;Bob Seger;USA;1980;G;No Man's Land;45;49.0
5977;Bob Seger;USA;1980;G;Shinin' Brightly;33;36.0
5978;Bob Seger;USA;1980;G;The Ring;26;29.0
5979;Bob Seger;USA;1980;G#,Ab;Her Strut;52;56.0
40638;Paul Simon;USA;1980;F;You Can Call Me Al;76;82.0
40639;Paul Simon;USA;1980;F;You Can Call Me Al - Demo;42;46.0
31658;Kool Moe Dee;USA;1980;A#,Bb;Go See the Doctor;32;35.0
40694;Paula Tsui;China/Chinese (中国/中文);1980;D#,Eb;"婚紗背後(電視劇""流氓大亨""歌曲)";35;53.0
5961;Bob Seger;USA;1980;E;Even Now;43;47.0
5959;Bob Seger;USA;1980;E;American Storm;33;36.0
5861;Bob Seger;UK;1980;G;Brave Strangers - Live/Remastered;25;28.0
5862;Bob Seger;UK;1980;G;Comin' Home;26;29.0
5863;Bob Seger;UK;1980;G;Let It Rock - Live/Remastered;26;29.0
5864;Bob Seger;UK;1980;G;Mainstreet - Live/Remastered;30;33.0
5865;Bob Seger;UK;1980;G;No Man's Land;45;49.0
5866;Bob Seger;UK;1980;G;Shinin' Brightly;33;36.0
5867;Bob Seger;UK;1980;G;The Ring;26;29.0
5868;Bob Seger;UK;1980;G#,Ab;Her Strut;52;56.0
20921;George Strait;USA;1980;D;She's Playing Hell Trying To Get Me To Heaven;25;28.0
20922;George Strait;USA;1980;D;The Fireman;95;104.0
20923;George Strait;USA;1980;D;The Steal Of The Night;30;33.0
20924;George Strait;USA;1980;D;You're Something Special To Me;52;58.0
20925;George Strait;USA;1980;D#,Eb;A Fire I Can't Put Out;62;68.0
20926;George Strait;USA;1980;D#,Eb;Baby's Gotten Good At Goodbye;45;49.0
20927;George Strait;USA;1980;D#,Eb;Unwound;32;35.0
20928;George Strait;USA;1980;E;Baby Blue;49;53.0
20929;George Strait;USA;1980;E;Cow Town;21;23.0
20930;George Strait;USA;1980;E;Every Time It Rains (Lord Don't It Pour);22;24.0
20931;George Strait;USA;1980;E;Honky Tonk Crazy;35;38.0
20932;George Strait;USA;1980;E;Honky Tonk Saturday Night;24;27.0
20933;George Strait;USA;1980;F;Ace In The Hole;33;36.0
20934;George Strait;USA;1980;F;Every Time You Throw Dirt On Her (You Lose A Little Ground);26;29.0
20935;George Strait;USA;1980;F;I'm Never Gonna Let You Go;25;28.0
20936;George Strait;USA;1980;F;Nobody In His Right Mind Would've Left Her;77;84.0
20937;George Strait;USA;1980;G;Any Old Time;23;25.0
5860;Bob Seger;UK;1980;G;Against The Wind - Live/Remastered;34;37.0
20938;George Strait;USA;1980;G;Honky Tonk Down Stairs;29;32.0
5859;Bob Seger;UK;1980;G;Against The Wind;64;69.0
5857;Bob Seger;UK;1980;F#,Gb;Fire Lake - Live/Remastered;30;33.0
5832;Bob Seger;UK;1980;A;Shame On The Moon;52;56.0
5833;Bob Seger;UK;1980;A;You'll Accomp'ny Me;58;63.0
5834;Bob Seger;UK;1980;A;You'll Accomp'ny Me - Live/Remastered;31;34.0
5835;Bob Seger;UK;1980;B;Love's The Last To Know;24;27.0
5836;Bob Seger;UK;1980;B;We've Got Tonight - Live/Remastered;31;34.0
5837;Bob Seger;UK;1980;C;It's You;27;30.0
5838;Bob Seger;UK;1980;C;Miami;38;41.0
5839;Bob Seger;UK;1980;C;Night Moves - Live/Remastered;32;35.0
5840;Bob Seger;UK;1980;C;Roll Me Away;55;60.0
5841;Bob Seger;UK;1980;C;The Fire Down Below - Live/Remastered;27;30.0
5842;Bob Seger;UK;1980;C;The Horizontal Bop;40;44.0
5843;Bob Seger;UK;1980;C#,Db;Like A Rock;54;58.0
5844;Bob Seger;UK;1980;D;Good For Me;33;36.0
5845;Bob Seger;UK;1980;D;Long Twin Silver Line;30;33.0
5846;Bob Seger;UK;1980;D;Makin' Thunderbirds;26;29.0
5847;Bob Seger;UK;1980;D;Tryin' To Live My Life Without You - Live/Remastered;44;48.0
5848;Bob Seger;UK;1980;E;American Storm;33;36.0
5849;Bob Seger;UK;1980;E;Betty Lou's Gettin' Out Tonight - Live/Remastered;27;30.0
5850;Bob Seger;UK;1980;E;Even Now;43;47.0
5851;Bob Seger;UK;1980;E;Her Strut - Live/Remastered;28;31.0
5852;Bob Seger;UK;1980;E;Little Victories;23;25.0
5853;Bob Seger;UK;1980;E;Old Time Rock And Roll - Live/Remastered;35;38.0
5854;Bob Seger;UK;1980;E;Rock And Roll Never Forgets - Live/Remastered;30;33.0
5855;Bob Seger;UK;1980;E;Somewhere Tonight;27;30.0
5856;Bob Seger;UK;1980;F;Betty Lou's Gettin' Out Tonight;43;47.0
5858;Bob Seger;UK;1980;F#,Gb;Fortunate Son;45;49.0
20939;George Strait;USA;1980;G;Hot Burning Flames;25;28.0
20940;George Strait;USA;1980;G;I Can't See Texas From Here;32;35.0
20941;George Strait;USA;1980;G;If You Ain't Lovin' (You Ain't Livin');31;34.0
5942;Bob Seger;USA;1980;A;Nine Tonight - Live/Remastered;41;45.0
5943;Bob Seger;USA;1980;A;Shame On The Moon;52;56.0
5944;Bob Seger;USA;1980;A;You'll Accomp'ny Me;58;63.0
5945;Bob Seger;USA;1980;A;You'll Accomp'ny Me - Live/Remastered;31;34.0
5946;Bob Seger;USA;1980;B;Love's The Last To Know;24;27.0
5947;Bob Seger;USA;1980;B;We've Got Tonight - Live/Remastered;31;34.0
5948;Bob Seger;USA;1980;C;It's You;27;30.0
5949;Bob Seger;USA;1980;C;Miami;38;41.0
5950;Bob Seger;USA;1980;C;Night Moves - Live/Remastered;32;35.0
5951;Bob Seger;USA;1980;C;Roll Me Away;55;60.0
5952;Bob Seger;USA;1980;C;The Fire Down Below - Live/Remastered;27;30.0
5953;Bob Seger;USA;1980;C;The Horizontal Bop;40;44.0
49816;Tina Turner;USA;1980;E;Overnight Sensation;39;42.0
49815;Tina Turner;USA;1980;D;Private Dancer - 2015 Remaster;59;64.0
49814;Tina Turner;USA;1980;C#,Db;What's Love Got to Do with It - 2015 Remaster;65;70.0
49813;Tina Turner;USA;1980;C#,Db;Typical Male;46;50.0
49812;Tina Turner;USA;1980;C#,Db;I Don't Wanna Lose You;59;64.0
49811;Tina Turner;USA;1980;C;The Best;66;71.0
49810;Tina Turner;USA;1980;A#,Bb;Two People;42;46.0
49809;Tina Turner;USA;1980;A#,Bb;I'll Be Thunder;37;40.0
5954;Bob Seger;USA;1980;C#,Db;Like A Rock;54;58.0
5955;Bob Seger;USA;1980;D;Good For Me;33;36.0
5956;Bob Seger;USA;1980;D;Long Twin Silver Line;30;33.0
5957;Bob Seger;USA;1980;D;Makin' Thunderbirds;26;29.0
5958;Bob Seger;USA;1980;D;Tryin' To Live My Life Without You - Live/Remastered;44;48.0
49817;Tina Turner;USA;1980;F;One Of The Living - Extended Version;39;42.0
49818;Tina Turner;USA;1980;G;I Might Have Been Queen - 2015 Remaster;32;35.0
49819;Tina Turner;USA;1980;G;Land of a Thousand Dances - Live;37;40.0
5941;Bob Seger;USA;1980;A;Hollywood Nights - Live/Remastered;31;34.0
40547;Paul Simon;UK;1980;G#,Ab;Train in the Distance;33;36.0
40548;Paul Simon;UK;1980;G#,Ab;Under African Skies;51;55.0
280;ABBA;Sweden (Sverige);1980;G;One Of Us;86;102.0
279;ABBA;Sweden (Sverige);1980;G;Elaine;26;28.0
278;ABBA;Sweden (Sverige);1980;F#,Gb;The Winner Takes It All;60;74.0
277;ABBA;Sweden (Sverige);1980;F;Slipping Through My Fingers;85;101.0
276;ABBA;Sweden (Sverige);1980;F;On And On And On;41;48.0
275;ABBA;Sweden (Sverige);1980;F;Like An Angel Passing Through My Room;34;39.0
274;ABBA;Sweden (Sverige);1980;E;Under Attack;91;109.0
273;ABBA;Sweden (Sverige);1980;E;Me And I;40;47.0
272;ABBA;Sweden (Sverige);1980;D;When All Is Said And Done;95;114.0
49823;Tina Turner;USA;1980;G#,Ab;We Don't Need Another Hero (Thunderdome) - Extended Version;35;38.0
5960;Bob Seger;USA;1980;E;Betty Lou's Gettin' Out Tonight - Live/Remastered;27;30.0
49822;Tina Turner;USA;1980;G#,Ab;We Don't Need Another Hero (Thunderdome);56;61.0
49820;Tina Turner;USA;1980;G#,Ab;Better Be Good to Me - 2015 Remaster;44;48.0
20942;George Strait;USA;1980;G;The Cowboy Rides Away;98;106.0
20943;George Strait;USA;1980;G;The Only Thing I Have Left;31;34.0
20944;George Strait;USA;1980;G;What Did You Expect Me To Do;23;25.0
20945;George Strait;USA;1980;G;You Sure Got This Ol' Redneck Feelin' Blue;22;24.0
20946;George Strait;USA;1980;G#,Ab;Fifteen Years Going Up (And One Night Coming Down);20;22.0
20947;George Strait;USA;1980;G#,Ab;I'm Satisfied With You;19;21.0
20948;George Strait;USA;1980;G#,Ab;If You're Thinking You Want A Stranger (There's One Coming Home);79;86.0
20949;George Strait;USA;1980;G#,Ab;Let's Fall To Pieces Together;72;79.0
20950;George Strait;USA;1980;G#,Ab;You're Dancin' This Dance All Wrong;23;25.0
5939;Bob Seger;USA;1980;A;Feel Like A Number - Live/Remastered;40;44.0
5940;Bob Seger;USA;1980;A;Fire Lake;52;56.0
49821;Tina Turner;USA;1980;G#,Ab;Let's Stay Together - 2015 Remaster;61;66.0
260;ABBA;Sweden (Sverige);1980;A#,Bb;Should I Laugh Or Cry - Intro Version;34;39.0
259;ABBA;Sweden (Sverige);1980;A#,Bb;Should I Laugh Or Cry;20;20.0
258;ABBA;Sweden (Sverige);1980;A#,Bb;Andante, Andante;45;54.0
45266;Soundgarden;USA;1980;F#,Gb;Big Dumb Sex;28;31.0
45267;Soundgarden;USA;1980;G;Hands All Over;36;39.0
30678;Keith Whitley;USA;1980;G;Ten Feet Away;67;73.0
30677;Keith Whitley;USA;1980;G;I've Got the Heart for You;24;27.0
30676;Keith Whitley;USA;1980;G;Don't Close Your Eyes;99;108.0
30675;Keith Whitley;USA;1980;F;Somebody's Doin' Me Right;41;45.0
30674;Keith Whitley;USA;1980;F;Miami, My Amy;78;85.0
30673;Keith Whitley;USA;1980;F;I Wonder Do You Think of Me;64;70.0
30672;Keith Whitley;USA;1980;F;Homecoming '63;60;66.0
30671;Keith Whitley;USA;1980;E;Nobody In His Right Mind Would've Left Her;22;24.0
30670;Keith Whitley;USA;1980;E;I'm Over You;80;87.0
30669;Keith Whitley;USA;1980;E;I'm No Stranger to the Rain;92;99.0
30668;Keith Whitley;USA;1980;E;I Never Go Around Mirrors - Remastered;26;29.0
30667;Keith Whitley;USA;1980;E;I Get the Picture;26;29.0
30666;Keith Whitley;USA;1980;E;Flying Colors;26;29.0
30665;Keith Whitley;USA;1980;E;Between an Old Memory and Me;25;28.0
30664;Keith Whitley;USA;1980;D#,Eb;When You Say Nothing at All;103;112.0
30663;Keith Whitley;USA;1980;C#,Db;Would These Arms Be In Your Way;28;31.0
30662;Keith Whitley;USA;1980;C;Honky Tonk Heart;28;31.0
30661;Keith Whitley;USA;1980;A#,Bb;Some Old Side Road - Remastered Single Version;28;31.0
30660;Keith Whitley;USA;1980;A;It Ain't Nothin';74;81.0
30650;Keith Whitley;UK;1980;G;Ten Feet Away;67;73.0
30649;Keith Whitley;UK;1980;G;I've Got the Heart for You;24;27.0
30648;Keith Whitley;UK;1980;G;Don't Close Your Eyes;99;108.0
30647;Keith Whitley;UK;1980;F;Somebody's Doin' Me Right;41;45.0
45265;Soundgarden;USA;1980;E;Ugly Truth;32;35.0
30646;Keith Whitley;UK;1980;F;Miami, My Amy;78;85.0
45264;Soundgarden;USA;1980;E;I Awake;25;28.0
45262;Soundgarden;USA;1980;A;Power Trip;26;29.0
10852;Cyndi Lauper;UK;1980;G;What's Going On;36;39.0
10851;Cyndi Lauper;UK;1980;F#,Gb;Money Changes Everything;46;50.0
10850;Cyndi Lauper;UK;1980;F#,Gb;Hey Now (Girls Just Want to Have Fun);38;41.0
10849;Cyndi Lauper;UK;1980;F#,Gb;Girls Just Want to Have Fun;181;195.0
10848;Cyndi Lauper;UK;1980;F;Iko Iko;40;44.0
10847;Cyndi Lauper;UK;1980;F;Change of Heart;45;49.0
10846;Cyndi Lauper;UK;1980;D;I'll Kiss You;31;34.0
10845;Cyndi Lauper;UK;1980;D;He's so Unusual;29;32.0
10844;Cyndi Lauper;UK;1980;C#,Db;"The Goonies 'r' Good Enough - From ""The Goonies"" Soundtrack";52;56.0
10843;Cyndi Lauper;UK;1980;C#,Db;"The Goonies 'R' Good Enough - From ""The Goonies"" Soundtrack";48;52.0
10842;Cyndi Lauper;UK;1980;C#,Db;Maybe He'll Know;34;37.0
10841;Cyndi Lauper;UK;1980;C#,Db;I'm Gonna Be Strong;36;39.0
10840;Cyndi Lauper;UK;1980;C;Witness;33;36.0
45210;Soundgarden;UK;1980;A;Full On Kevin's Mom;24;27.0
45211;Soundgarden;UK;1980;A;Get On The Snake;30;33.0
45212;Soundgarden;UK;1980;A;Gun;33;36.0
45213;Soundgarden;UK;1980;A;Power Trip;26;29.0
45214;Soundgarden;UK;1980;D;Loud Love;38;41.0
45215;Soundgarden;UK;1980;E;I Awake;25;28.0
45216;Soundgarden;UK;1980;E;Ugly Truth;32;35.0
45217;Soundgarden;UK;1980;F#,Gb;Big Dumb Sex;28;31.0
45218;Soundgarden;UK;1980;G;Hands All Over;36;39.0
45259;Soundgarden;USA;1980;A;Full On Kevin's Mom;24;27.0
45260;Soundgarden;USA;1980;A;Get On The Snake;30;33.0
45261;Soundgarden;USA;1980;A;Gun;33;36.0
45263;Soundgarden;USA;1980;D;Loud Love;38;41.0
30645;Keith Whitley;UK;1980;F;I Wonder Do You Think of Me;64;70.0
30644;Keith Whitley;UK;1980;F;Homecoming '63;60;66.0
30643;Keith Whitley;UK;1980;E;Nobody In His Right Mind Would've Left Her;22;24.0
49779;Tina Turner;UK;1980;C#,Db;Typical Male;46;50.0
49778;Tina Turner;UK;1980;C#,Db;I Don't Wanna Lose You;59;64.0
49777;Tina Turner;UK;1980;C;The Best;66;71.0
49776;Tina Turner;UK;1980;A#,Bb;Two People;42;46.0
49775;Tina Turner;UK;1980;A#,Bb;I'll Be Thunder;37;40.0
45436;Stacey Q;UK;1980;F;Two of Hearts;55;60.0
45437;Stacey Q;UK;1980;G#,Ab;We Connect;31;34.0
45438;Stacey Q;USA;1980;F;Two of Hearts;55;60.0
45439;Stacey Q;USA;1980;G#,Ab;We Connect;31;34.0
49774;Tina Turner;UK;1980;A#,Bb;I Can't Stand the Rain - 2015 Remaster;38;41.0
49773;Tina Turner;UK;1980;A;Steamy Windows;47;51.0
54490;鳳飛飛;China/Chinese (中国/中文);1980;A#,Bb;掌聲響起;35;53.0
15202;Eddy Raven;UK;1980;A;Operator, Operator;54;60.0
30451;Kathy Troccoli;USA;1980;B;Stubborn Love;30;33.0
30449;Kathy Troccoli;UK;1980;B;Stubborn Love;30;33.0
